OBJECTID,PlotID,SiteName,PreviouslyEvaluated,EstablishmentDate,Project,PriorityOrder,SamplingApproach,BaseOver,DesignStratum,MultidensityCategory,FieldOffice,DistrictOffice,AdminState,StateCode,SpeciesState,County,WetlandIndicatorRegion,LRR,ElevationFt,CowardinAttribute,Allotment,DesignLatitudeWGS84,DesignLongitudeWGS84,OfficeEvaluator,EvalStatus,OfficeEvalDate,NotSampledReason,RejectEvidence1,RejectEvidence2,OfficeEvalComments,AccessNotes,DistancefromRoad,PlotLayoutComments,AdditionalGuidanceNeeded,SampleTiming,Monumenting,BLMComments,BLMContact,Hitch,Hitch Notes,CollectWQ,CollectAnnualUse,CollectHummocks,Supplementals,GlobalID,CandidateReference,created_user,created_date,last_edited_user,last_edited_date,x,y
3124,AK-GLFO-RW-24666,,No,,AK_GlennallenFO_2024,166,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2565.12380865479,,,63.3538496657689,-147.232827829731,Ryan Choi,Random - Oversample,5/6/2024 5:30:00 PM,,,,Vegetated floodplain of Susitna River near confluence with E Fk Susitna River; Possible LZ in site vicinity,"Helicopter access, East Fork Susitna River-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),08d4e616-590d-428f-83d8-a1de566915ff,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:29 AM,jascott7,7/1/2024 2:31:05 PM,-147.23282783,63.353849666
3125,AK-GLFO-RW-24667,,No,,AK_GlennallenFO_2024,167,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,5841.9058092041,,,63.467981698696,-145.551702974591,Ryan Choi,Rejected - Project manager approved,5/6/2024 5:45:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),65f1c661-2ab8-4641-a46b-9c9bc290f66e,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:30 AM,jascott7,7/1/2024 2:31:08 PM,-145.551702974,63.4679816990001
3126,AK-GLFO-RW-24668,,No,,AK_GlennallenFO_2024,168,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,1796.5785958252,,,61.992467252187,-145.68809453117,Ryan Choi,Random - Oversample,5/8/2024 1:00:00 AM,,,,Forested plot S of Tazlina River; Possible LZ in vicinity? ,"Helicopter access, Tazlina River watershed E of Copper Center",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),447808a6-83e1-4f4f-a606-bd765768cab4,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:31 AM,jascott7,7/1/2024 2:31:10 PM,-145.688094532,61.992467252
3127,AK-GLFO-RW-24669,,No,,AK_GlennallenFO_2024,169,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3257.73061291504,,,62.7701080634553,-146.395914513411,Ryan Choi,Random - Oversample,5/8/2024 1:00:00 AM,,,,Vegetated plot in Alphabet Hills N of W Fk of Gulkana River; Possible LZ in site vicinity,"Helicopter access, AH burn area; Headwaters West Fork Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),f2edfbb8-1c50-4995-90fc-dc10eedf5dfe,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:33 AM,jascott7,7/1/2024 2:31:12 PM,-146.395914513,62.7701080640001
3128,AK-GLFO-RW-24670,,No,,AK_GlennallenFO_2024,170,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4206.51354760742,,,63.40483432217,-146.859882524013,Ryan Choi,Rejected - Project manager approved,5/8/2024 1:00:00 AM,"Permanently Inaccessible - Access denied, terrain",Inaccessible high elevation site in Alaska Range,Reject from imagery and slope ,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),1d002a21-431f-48e2-a81f-498875f34612,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:35 AM,jascott7,7/1/2024 2:31:14 PM,-146.859882524,63.4048343220001
3129,AK-GLFO-RW-24671,,No,,AK_GlennallenFO_2024,171,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3667.26485668945,,,62.8473244664593,-145.779955608762,Ryan Choi,Random - Oversample,5/8/2024 1:00:00 AM,,,,Vegetated site S of Middle Fk of Gulkana River; Possible LZ in site vicinity,"Helicopter access, Twelvemile Creek-Gulkana River watershed S of Paxson Lake",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),ca068dd7-ea5d-4a87-b3d8-d9325465a849,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:36 AM,jascott7,7/1/2024 2:31:17 PM,-145.779955608,62.847324466
3130,AK-GLFO-RW-24672,,No,,AK_GlennallenFO_2024,172,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2338.67533251953,,,62.6401908814522,-147.398911843364,Ryan Choi,Random - Oversample,5/8/2024 1:00:00 AM,,,,Forested site on S bank of Suisitna River; Possible LZ in site vicinity,"Helicopter access, Goose Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),9ce79851-75f5-42fa-94e4-5552879ba4aa,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:37 AM,jascott7,7/1/2024 2:31:19 PM,-147.398911843,62.6401908820001
3131,AK-GLFO-RW-24673,,No,,AK_GlennallenFO_2024,173,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,2638.95852429199,,,63.6181090338238,-148.687188793995,Ryan Choi,Random - Oversample,5/8/2024 5:30:00 PM,,,,Vegetated/forested site E of Parks Hwy; Possible LZ in site vicinity; Also possible ATV trails in area but unknown trail status ,"Helicopter access, Yanert Fork watershed N of Alaska Range, E off Parks Highway",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),9b07a5a7-a4e6-4c8f-93cd-a83011ea9877,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:39 AM,jascott7,7/1/2024 2:31:21 PM,-148.687188794,63.618109034
3132,AK-GLFO-RW-24674,,No,,AK_GlennallenFO_2024,174,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2543.30607983398,,,63.146334261621,-147.536602900944,Ryan Choi,Sampled - Data reviewed,9/30/2024 10:15:00 PM,,,,Vegetated site W 0.1 mi of Denali Hwy,51 mi E of Cantwell on Denali Hwy; 3.6 mi N of Susitna River bridge on Denali Hwy,0.1 mi W of Denali Hwy,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),a4409bba-9670-4b9a-9d8a-53b5e0baa5e1,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:40 AM,eglipscomb,9/30/2024 10:05:40 PM,-147.536602901,63.146334262
3133,AK-GLFO-RW-24675,,No,,AK_GlennallenFO_2024,175,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,4439.18298718262,,,63.4660185329104,-146.291364730596,Ryan Choi,Rejected - Project manager approved,5/8/2024 5:45:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),fc5acab1-6d1b-4892-8169-1048b1359952,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:42 AM,jascott7,7/1/2024 2:31:26 PM,-146.291364731,63.4660185330001
3134,AK-GLFO-RW-24676,,No,,AK_GlennallenFO_2024,176,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3091.65061431885,,,63.1428181736096,-145.969086737152,Ryan Choi,Random - Oversample,5/8/2024 5:30:00 PM,,,,Vegetated site W of Lower Tangle Lk & Sugarloaf Mt; Possible LZ in site vicinity,"Helicopter access, Tangle Lakes-Tangle River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),07af996d-1715-4f8e-b928-d1b20ebd8908,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:43 AM,jascott7,7/1/2024 2:31:27 PM,-145.969086737,63.1428181730001
3135,AK-GLFO-RW-24677,,No,,AK_GlennallenFO_2024,177,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2965.69257574463,,,62.9657306718398,-146.406730840228,Ryan Choi,Random - Oversample,5/8/2024 5:45:00 PM,,,,Vegetated site E of Maclaren River in Alphabet Hills; Possible LZ in vicinity,"Helicopter access, Outlet Maclaren River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),d660f750-6be1-4821-bd36-4517d982479a,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:45 AM,jascott7,7/1/2024 2:31:29 PM,-146.40673084,62.9657306720001
3136,AK-GLFO-RW-24678,,No,,AK_GlennallenFO_2024,178,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4172.10910656738,,,63.2783533433961,-148.741190232718,Ryan Choi,Rejected - Project manager approved,5/8/2024 5:45:00 PM,"Permanently Inaccessible - Access denied, terrain",Inaccessible high elevation site,Reject from imagery and slope ,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),86d4758f-c10c-47c9-b88d-0e04fbd60303,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:46 AM,jascott7,7/1/2024 2:31:32 PM,-148.741190233,63.278353343
3137,AK-GLFO-RW-24679,,No,,AK_GlennallenFO_2024,179,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,3066.12814306641,,,63.2799156303587,-145.870694503846,Ryan Choi,Random - Oversample,5/8/2024 6:00:00 PM,,,,Vegetated slope W of Delta River & N slope of Rainy Mt; Possible LZ in vicinity,"Helicopter access, Headwaters Delta River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),18ad022c-f7d8-4bed-b426-f4b7211b5521,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:48 AM,jascott7,7/1/2024 2:31:33 PM,-145.870694504,63.2799156300001
3138,AK-GLFO-RW-24680,,No,,AK_GlennallenFO_2024,180,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2103.77724005127,,,62.4041017701771,-145.780612005068,Ryan Choi,Random - Oversample,5/8/2024 6:15:00 PM,,,,Forested site S of Fish Lake; Possible LZ in site vicinity,"Helicopter access, Dog Creek watershed S of Fish Lake",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),2022afdc-309a-4b6e-a840-18aa220fa5d6,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:49 AM,jascott7,7/1/2024 2:31:36 PM,-145.780612005,62.4041017700001
3139,AK-GLFO-RW-24681,,No,,AK_GlennallenFO_2024,181,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3720.33679394531,,,62.8054883011006,-146.366907640852,Ryan Choi,Random - Oversample,5/8/2024 6:15:00 PM,,,,Sparsely vegetated slope S of Keg Creek in Alphabet Hills; Possible LZ in vicinity but may be too steep to sample,"Helicopter access, Headwaters West Fork Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e5268124-d99e-4e4e-89f9-9f22be978023,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:51 AM,jascott7,7/1/2024 2:31:37 PM,-146.366907641,62.8054883010001
3140,AK-GLFO-RW-24682,,No,,AK_GlennallenFO_2024,182,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,3476.20147692871,,,63.4812280109021,-147.490452631669,Ryan Choi,Rejected - Project manager approved,5/8/2024 6:15:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),12b21809-cecf-4c2b-b311-e54be3629848,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:52 AM,jascott7,7/1/2024 2:31:39 PM,-147.490452631,63.481228011
3141,AK-GLFO-RW-24683,,No,,AK_GlennallenFO_2024,183,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2248.83232470703,,,62.8038918979681,-143.691759685577,Ryan Choi,Random - Oversample,5/8/2024 6:15:00 PM,,,,Forested site on Suslositna River & S of Slatna River; Possible LZ in vicinity ,Helicopter access; only 1.2 mi from Glenn Hwy but large river crossing required,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),1891e8da-d63d-4076-9b76-1a4ce99bfd23,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:54 AM,jascott7,7/1/2024 2:31:41 PM,-143.691759686,62.8038918980001
3142,AK-GLFO-RW-24684,,No,,AK_GlennallenFO_2024,184,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4420.30001513672,,,62.6664390507769,-148.396149515027,Ryan Choi,Random - Oversample,5/8/2024 7:45:00 PM,,,,Vegetated site S of Fog Ck in Talkeetna Mts; Possible LZ in site vicinity,"Helicopter access, Fog Lakes-Fog Creek, E of Talkeetna",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e59d7335-6b82-466b-bbb5-c64802e5c56d,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:55 AM,jascott7,7/1/2024 2:31:43 PM,-148.396149515,62.6664390510001
3143,AK-GLFO-RW-24685,,No,,AK_GlennallenFO_2024,185,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2712.83028735352,,,62.6902952735892,-146.4826312814,Ryan Choi,Random - Oversample,5/8/2024 7:45:00 PM,,,,Vegetated site S of W Fk of Gulkana River; Possible LZ in site vicinity,"Helicopter access, Y Lake watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),18459da4-d1af-4891-9964-ecc2f8d48721,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:57 AM,jascott7,7/1/2024 2:31:45 PM,-146.482631281,62.6902952740001
3144,AK-GLFO-RW-24686,,No,,AK_GlennallenFO_2024,186,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4256.68457141113,,,63.2755713558006,-146.911375358928,Ryan Choi,Random - Oversample,5/8/2024 8:00:00 PM,,,,Alpine vegetated site in headwaters of Boulder Ck in Clearwater Mts; Possilbe LZ in site vicinity,"Helicopter access, East Fork Susitna River-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),59922f9a-073b-4344-a35c-7f966a61018b,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:43:58 AM,jascott7,7/1/2024 2:31:47 PM,-146.911375359,63.2755713560001
3145,AK-GLFO-RW-24687,,No,,AK_GlennallenFO_2024,187,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2693.63551617432,,,62.8251711993538,-145.397273408536,Ryan Choi,Rejected - Project manager approved,5/8/2024 8:00:00 PM,Non-target - Permanent deep water,Aerial imagery puts site in middle of flooded creek/beaver pond,Rejected from imagery, ,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),b1dd49a7-1d2e-4e3e-943b-83b1f85a8c10,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:00 AM,jascott7,7/1/2024 2:31:49 PM,-145.397273409,62.8251711990001
3146,AK-GLFO-RW-24688,,No,,AK_GlennallenFO_2024,188,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2304.55805908203,,,62.6776292518448,-147.184578133105,Ryan Choi,Sampled - Data reviewed,9/30/2024 10:30:00 PM,,,,Forested site S of Tyone River near Susitna River confluence; Possible LZ in site vicinity,"Helicopter access, Tyone Lake watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),6cdf668f-20d2-4d14-bdc5-723a8088ce40,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:01 AM,eglipscomb,9/30/2024 10:05:47 PM,-147.184578133,62.677629252
3147,AK-GLFO-RW-24689,,No,,AK_GlennallenFO_2024,189,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,5326.8228527832,,,63.5141938672142,-148.432851211632,Ryan Choi,Rejected - Project manager approved,5/8/2024 8:15:00 PM,"Permanently Inaccessible - Access denied, terrain",Inaccessible high elevation site,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e6911f29-b4e7-40e1-9f2b-5c403470b521,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:03 AM,jascott7,7/1/2024 2:31:53 PM,-148.432851212,63.5141938670001
3148,AK-GLFO-RW-24690,,No,,AK_GlennallenFO_2024,190,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2399.32997637939,,,62.6910196384364,-146.295884070863,Ryan Choi,Random - Oversample,5/8/2024 8:15:00 PM,,,,Forested site E of W Fk of Gulkana River; Possible LZ in meadown 0.12 mi to S,"Helicopter access, Headwaters West Fork Gulkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),e8dde451-8ea6-4eef-8864-947ccd14ea19,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:04 AM,jascott7,7/1/2024 2:31:55 PM,-146.295884071,62.691019639
3149,AK-GLFO-RW-24691,,No,,AK_GlennallenFO_2024,191,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Southeast Fairbanks Census Area,Alaska,X,4873.60028369141,,,63.4861642546744,-146.375047315726,Ryan Choi,Rejected - Project manager approved,5/8/2024 8:15:00 PM,Non-target - Permanent deep water,Glacier/icefield; Not safe to land,Rejected from imagery,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),795ebc7c-f43c-4304-9cd5-7bb7eb584c2c,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:06 AM,jascott7,7/1/2024 2:31:57 PM,-146.375047315,63.4861642550001
3150,AK-GLFO-RW-24692,,No,,AK_GlennallenFO_2024,192,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,2390.43599121094,,,62.6811295646612,-145.55175951906,Ryan Choi,Random - Oversample,5/8/2024 8:30:00 PM,,,,Forested site between Gulkana River & Richardson Hwy (2.5 mi to E); Possible LZ in site vicinity,"Helicopter access, Twelvemile Creek-Gullkana River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),5b842330-4621-431e-b9e5-d4d4b3147701,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:07 AM,jascott7,7/1/2024 2:31:59 PM,-145.551759519,62.681129565
3151,AK-GLFO-RW-24693,,No,,AK_GlennallenFO_2024,193,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,2427.1407769165,,,62.7989928549988,-147.19050760426,Ryan Choi,Random - Oversample,5/8/2024 8:30:00 PM,,,,Vegetated site on S side of Susitna River; Possible LZ in site vicinity,"Helicopter access, Coal Creek-Susitna River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),710dda6f-535c-4485-8717-b5bcc918c0e8,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:09 AM,jascott7,7/1/2024 2:32:01 PM,-147.190507604,62.7989928550001
3152,AK-GLFO-RW-24694,,No,,AK_GlennallenFO_2024,194,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,3639.18170751953,,,63.0515709378188,-148.29708291868,Ryan Choi,Random - Oversample,5/8/2024 8:45:00 PM,,,,Vegetated alpine slope on W flank of Deadman Mt; Possible LZ in site vicinity,"Helicopter access, Deadman Creek watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),ebde2f88-e76b-4b8d-ba5c-71099a40f7c7,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:10 AM,jascott7,7/1/2024 2:32:03 PM,-148.297082918,63.0515709380001
3153,AK-GLFO-RW-24695,,No,,AK_GlennallenFO_2024,195,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Denali Borough,Alaska,X,7946.53794360352,,,63.6187622395504,-147.151094671454,Ryan Choi,Rejected - Project manager approved,5/8/2024 8:45:00 PM,"Permanently Inaccessible - Access denied, terrain",Inaccessible high elevation site,Reject from imagery and slope,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),c369325c-31fd-4890-9843-071bcdf11a2e,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:12 AM,jascott7,7/1/2024 2:32:05 PM,-147.151094671,63.618762239
3154,AK-GLFO-RW-24696,,No,,AK_GlennallenFO_2024,196,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Copper River Census Area,Alaska,X,3518.50723242187,,,62.9377482121064,-145.425476905925,Ryan Choi,Random - Oversample,8/15/2024 7:00:00 PM,,,,"Vegetated site 1.4 mi E of Pipeline Rd, ~350 vertical ft","From Paxon Lake BLM CG spur, head 4.2 mi N on Richardson Hwy; Turn E on spur Rd for 1.5 mi; Head S on Pipeline Rd for 1.3 mi",1.4 mi E of Pipeline Rd,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),dbc539b0-9f55-4033-9f3e-9c7bd5b6f365,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:14 AM,eglipscomb,8/15/2024 6:50:49 PM,-145.425476906,62.937748212
3155,AK-GLFO-RW-24697,,No,,AK_GlennallenFO_2024,197,Random,Over,AK_GlennallenFO_2024,Prescribed Burn,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,X,4706.43309338379,,,62.790615572626,-146.905257620614,Ryan Choi,Random - Oversample,5/8/2024 9:00:00 PM,,,,Alpine vegetated site in Alphabet Hills; Potential LZ in site vicinity,"Helicopter access, Outlet Maclaren River watershed",,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),7c4b5413-929c-4178-9bea-cedf8fc06711,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:15 AM,jascott7,7/1/2024 2:32:09 PM,-146.905257621,62.790615572
3156,AK-GLFO-RW-24698,,No,,AK_GlennallenFO_2024,198,Random,Over,AK_GlennallenFO_2024,All Other Habitat,GLENNALLEN FIELD OFFICE,ANCHORAGE DISTRICT OFFICE,AK,AK,AK,Matanuska-Susitna Borough,Alaska,W,5531.26976477051,,,63.121681537388,-148.768789811536,Ryan Choi,Rejected - Project manager approved,5/8/2024 9:00:00 PM,"Permanently Inaccessible - Access denied, terrain",Inaccessible high elevation site,Reject from imagery and slope,,,,,,,Tablet GPS and photos,,Heath Morgan (primary POC); Jared Hammat,,,No,No,No,Fuel loading (Brown's method),1bec2329-b0bb-4a89-8b44-71dd3cf9b9f4,,jascott@blm.gov_BLM_EGIS,4/6/2024 4:44:16 AM,jascott7,7/1/2024 2:32:10 PM,-148.768789812,63.121681537
