OBJECTID,PlotID,Project,FieldEvalDate,VisitType,StaticEvaluationID,GlobalID,created_user,created_date,last_edited_user,last_edited_date,x,y
1104,UT-WDD-TW-24066,UT_WestDesertDO_2024,8/4/2024 2:47:00 PM,Full Sample Visit,UT-WDD-TW-24066_2024-08-04,0d579559-8f8d-422a-a6ea-7791a5322063,turnertaylor99,8/5/2024 2:47:34 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:23 PM,-111.260136999732,41.7025549997326
1105,UT-WDD-TW-21002,UT_WestDesertDO_2024,8/3/2024 3:45:40 PM,Full Sample Visit,UT-WDD-TW-21002_2024-08-03,1bd36a26-4672-42d9-a5af-60fbe93b7598,turnertaylor99,8/3/2024 3:45:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:25 PM,-111.189386400319,41.8092196001285
1106,UT-WDD-TW-21002,UT_WestDesertDO_2024,8/3/2024 3:45:31 PM,Full Sample Visit,UT-WDD-TW-21002_2024-08-03,613bd78b-4dc4-4189-8a29-4bc8187265da,turnertaylor99,8/3/2024 3:45:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:27 PM,-111.189386400319,41.8092196001285
1107,AK-GLFO-RW-24688,AK_GlennallenFO_2024,8/8/2024 6:58:36 PM,AK Full Sample Visit,AK-GLFO-RW-24688_2024-08-08,1fb8cfae-0737-4aa1-8725-03e8f15444a0,eglipscomb,8/8/2024 6:58:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:29 PM,-147.184578133105,62.6776292519007
1108,AK-KSNE-041,AK_Kobuk-Seward_2024,8/3/2024 10:25:44 PM,AK Full Sample Visit,AK-KSNE-041_2024-08-03,7ecef40f-e10b-4861-a6d5-855f6b2154bf,sives5,8/3/2024 10:25:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:30 PM,-161.528551401589,65.09519178883
1109,AK-KSNE-032,AK_Kobuk-Seward_2024,8/4/2024 9:34:43 PM,AK Full Sample Visit,AK-KSNE-032_2024-08-04,1e616f60-32c2-4b1e-87d2-fe7cdccd4210,sives5,8/4/2024 9:34:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:32 PM,-160.464734622011,65.0525376740968
1110,AK-KSNE-028,AK_Kobuk-Seward_2024,8/5/2024 6:34:58 PM,AK Full Sample Visit,AK-KSNE-028_2024-08-05,e44af3bd-d8d1-4ed9-be1d-95446a6e2fcf,sives5,8/5/2024 6:35:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:34 PM,-160.315806376096,64.6645436079242
1111,AK-KSNE-016,AK_Kobuk-Seward_2024,8/6/2024 8:21:53 PM,AK Full Sample Visit,AK-KSNE-016_2024-08-06,555ee9b6-68fe-4406-ae51-97ed520ed2ce,sives5,8/6/2024 8:21:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:35 PM,-160.387029239617,64.9668338189923
1112,AK-KSNE-024,AK_Kobuk-Seward_2024,8/7/2024 6:08:55 PM,AK Full Sample Visit,AK-KSNE-024_2024-08-07,a3d7ce58-435e-4e35-8e01-14a48392e311,sives5,8/7/2024 6:09:03 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:37 PM,-160.074108104676,65.2473591689424
1113,AK-KSNE-040,AK_Kobuk-Seward_2024,8/8/2024 1:10:37 AM,AK Full Sample Visit,AK-KSNE-040_2024-08-07,16ffc611-f1e8-49aa-ba34-6d2a41fc85c0,sives5,8/8/2024 1:10:46 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:39 PM,-160.251076086291,65.0819905080546
1114,AK-KSNE-052,AK_Kobuk-Seward_2024,8/8/2024 7:14:45 PM,Temporary Rejection,AK-KSNE-052_2024-08-08,dad9925a-8c0c-4c15-959c-08e5a02bb7da,sives5,8/8/2024 7:14:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:41 PM,-159.678702389232,65.1684360951625
1115,AK-KSNE-056,AK_Kobuk-Seward_2024,8/8/2024 8:01:14 PM,AK Full Sample Visit,AK-KSNE-056_2024-08-08,4f264b4d-6c49-4bc2-a754-a51e7862d683,sives5,8/8/2024 8:01:21 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:43 PM,-160.035363733235,65.006179507908
1116,AK-KSNE-060,AK_Kobuk-Seward_2024,8/9/2024 5:51:33 PM,Temporary Rejection,AK-KSNE-060_2024-08-09,179bd20b-7e3e-46b6-88b6-d87059ce8665,sives5,8/9/2024 5:51:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:45 PM,-160.617561441274,64.8065805938645
1117,AK-KSNE-035,AK_Kobuk-Seward_2024,8/9/2024 6:47:26 PM,AK Full Sample Visit,AK-KSNE-035_2024-08-09,da9d24e3-656a-4339-9c14-a4f294c8be00,sives5,8/9/2024 6:47:38 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:46 PM,-161.50321095869,65.2468548140855
1118,AK-KSNE-060,AK_Kobuk-Seward_2024,8/10/2024 10:33:04 PM,AK Full Sample Visit,AK-KSNE-060_2024-08-10,aac2c65d-8781-4959-822b-4ab05cfb613a,sives5,8/10/2024 10:33:08 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:48 PM,-160.617561441274,64.8065805938645
1119,AK-KSNE-052,AK_Kobuk-Seward_2024,8/11/2024 6:25:14 PM,AK Full Sample Visit,AK-KSNE-052_2024-08-11,5e436356-af32-4d13-8677-829944013bbc,sives5,8/11/2024 6:25:24 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:50 PM,-159.678702389232,65.1684360951625
1120,AK-KSNE-051,AK_Kobuk-Seward_2024,8/3/2024 10:52:09 PM,AK Full Sample Visit,AK-KSNE-051_2024-08-03,33242c6b-7919-48ae-bc1c-a73e49ea04f2,rmcnown,8/3/2024 10:52:17 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:52 PM,-161.202458799644,65.198200999859
1121,AK-KSNE-008,AK_Kobuk-Seward_2024,8/4/2024 7:51:35 PM,AK Full Sample Visit,AK-KSNE-008_2024-08-04,1541c9cf-a5a4-41f2-bdaa-d043369cd358,rmcnown,8/4/2024 7:51:37 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:54 PM,-159.707760200016,65.1349329998579
1122,AK-KSNE-013,AK_Kobuk-Seward_2024,8/5/2024 7:04:56 PM,Temporary Rejection,AK-KSNE-013_2024-08-05,76023077-6b62-4053-af08-90838dd991a9,rmcnown,8/5/2024 7:05:00 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:56 PM,-160.32033575542,64.3317773161944
1123,AK-KSNE-045,AK_Kobuk-Seward_2024,8/5/2024 7:47:52 PM,AK Full Sample Visit,AK-KSNE-045_2024-08-05,bbd7f489-8d89-48fb-9409-a019e5fd3c0d,rmcnown,8/5/2024 7:48:00 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:57 PM,-160.402063472059,64.5095696151128
1124,AK-KSNE-012,AK_Kobuk-Seward_2024,8/6/2024 5:51:34 PM,Temporary Rejection,AK-KSNE-012_2024-08-06,b6697bf5-5251-47b1-a0bc-f3541769acd9,rmcnown,8/6/2024 5:51:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:19:59 PM,-160.167879652009,64.571842345133
1125,AK-KSNE-013,AK_Kobuk-Seward_2024,8/6/2024 6:09:50 PM,Temporary Rejection,AK-KSNE-013_2024-08-06,e7618f02-2f6f-4746-8eb5-195142d020ed,rmcnown,8/6/2024 6:10:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:01 PM,-160.32033575542,64.3317773161944
1126,AK-KSNE-029,AK_Kobuk-Seward_2024,8/6/2024 7:05:31 PM,AK Full Sample Visit,AK-KSNE-029_2024-08-06,f030680d-8638-4a1b-9451-075db18de243,rmcnown,8/6/2024 7:05:38 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:02 PM,-160.570281969706,64.1747686011289
1127,AK-KSNE-057,AK_Kobuk-Seward_2024,8/7/2024 1:35:45 AM,AK Full Sample Visit,AK-KSNE-057_2024-08-06,78412cb6-da14-4258-aea7-974e7ec6d46a,rmcnown,8/7/2024 1:35:47 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:04 PM,-161.25658099026,64.9152151068866
1128,AK-KSNE-036,AK_Kobuk-Seward_2024,8/7/2024 7:21:11 PM,AK Full Sample Visit,AK-KSNE-036_2024-08-07,f96da302-8c4f-425a-a44a-2d92bab2cbf7,rmcnown,8/7/2024 7:21:13 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:05 PM,-159.836343439105,65.3842774269599
1129,AK-KSNE-048,AK_Kobuk-Seward_2024,8/8/2024 6:21:46 PM,AK Full Sample Visit,AK-KSNE-048_2024-08-08,e612c5a3-aa21-4c4b-b9d7-c29f81f602ea,rmcnown,8/8/2024 6:22:31 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:08 PM,-159.60314274698,65.088011550894
1130,AK-KSNE-053,AK_Kobuk-Seward_2024,8/9/2024 8:17:07 PM,AK Full Sample Visit,AK-KSNE-053_2024-08-09,45a0ea10-2bed-460d-ae66-f10c79840df5,rmcnown,8/9/2024 8:17:14 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:09 PM,-162.127632443236,65.1997494581119
1131,AK-KSNE-061,AK_Kobuk-Seward_2024,8/10/2024 5:50:03 PM,AK Full Sample Visit,AK-KSNE-061_2024-08-10,9c1b91dc-3856-46fb-8c8b-7a56cc26911c,rmcnown,8/10/2024 5:51:16 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:11 PM,-160.681707241342,64.4422506050673
1132,AK-KSNE-064,AK_Kobuk-Seward_2024,8/11/2024 7:25:56 PM,AK Full Sample Visit,AK-KSNE-064_2024-08-11,53966c3c-8ce2-4a5f-ba5c-e6ed03815ad6,rmcnown,8/11/2024 7:26:00 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:13 PM,-159.826421005108,64.8425019650681
1133,WY-KEFO-TW-24065,WY_KemmererFO_2024,8/4/2024 2:31:06 PM,Temporary Rejection,WY-KEFO-TW-24065_2024-08-04,7c1149f2-0370-4cc3-91bc-1eefeed829dc,mgschwartz919,8/4/2024 2:31:09 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:15 PM,-111.02169599977,42.3999509997172
1134,WY-KEFO-TW-24070,WY_KemmererFO_2024,8/1/2024 3:26:16 PM,Full Sample Visit,WY-KEFO-TW-24070_2024-08-01,e7cc55fe-63a9-446b-beac-4a1471ba222b,hollyspinden,8/1/2024 3:26:33 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:17 PM,-110.946829999749,42.2297809998289
1135,WY-KEFO-TW-24069,WY_KemmererFO_2024,8/3/2024 3:06:54 PM,Full Sample Visit,WY-KEFO-TW-24069_2024-08-03,f35627fd-b8b5-4c65-8e20-a7cdc98c029c,hollyspinden,8/3/2024 3:07:01 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:19 PM,-110.937399999733,42.2556299997171
1136,WY-KEFO-TW-24066,WY_KemmererFO_2024,7/31/2024 2:57:57 PM,Full Sample Visit,WY-KEFO-TW-24066_2024-07-31,dc293e36-b31c-4e84-8544-80d0b34f6cba,hollyspinden,7/31/2024 2:58:03 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:22 PM,-110.952733000161,42.3644999998183
1137,AK-ATD-RW-23567,AK_ArcticDO_2024,8/6/2024 6:42:34 PM,Full Sample Visit,AK-ATD-RW-23567_2024-08-06,15875e3d-6f57-4097-ae70-c589b2e9cafe,tvboucher@blm.gov_BLM_EGIS,8/6/2024 6:42:39 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:25 PM,-152.109175340597,70.088441401015
1138,AK-ATD-RW-23568,AK_ArcticDO_2024,8/6/2024 10:30:45 PM,AK Full Sample Visit,AK-ATD-RW-23568_2024-08-06,3fad303c-17f7-4faf-9bde-f39d24de1b9b,tvboucher@blm.gov_BLM_EGIS,8/6/2024 10:30:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:26 PM,-152.091258850988,70.0768885948533
1139,AK-ATD-RW-23570,AK_ArcticDO_2024,8/7/2024 5:49:07 PM,AK Full Sample Visit,AK-ATD-RW-23570_2024-08-07,4c25b750-4d8b-469c-9f92-651bfc6f8308,tvboucher@blm.gov_BLM_EGIS,8/7/2024 5:49:12 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:28 PM,-152.087105153404,70.1171142108989
1140,AK-ATD-RW-23577,AK_ArcticDO_2024,8/5/2024 10:52:18 PM,AK Full Sample Visit,AK-ATD-RW-23577_2024-08-05,1c3bbe07-2137-49ed-936b-0f490a0610be,tvboucher@blm.gov_BLM_EGIS,8/5/2024 10:52:29 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:30 PM,-151.838019190089,70.1336798651205
1141,UT-CLD-TW-24055,UT_ColorCountryDO_2024,7/18/2024 2:11:42 PM,Full Sample Visit,UT-CLD-TW-24055_2024-07-18,43695b03-0569-4cd2-99fc-fd4a8caa02a0,rachelakravitz,7/18/2024 2:11:52 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:32 PM,-113.485699000012,37.6377199998346
1142,AK-GLFO-RW-24556,AK_GlennallenFO_2024,8/4/2024 9:04:01 PM,AK Full Sample Visit,AK-GLFO-RW-24556_2024-08-04,02b17bc9-c1fe-4f54-bb02-e6b1b622f42d,eglipscomb,8/4/2024 9:05:11 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:33 PM,-145.529137253104,62.5478214059288
1143,AK-GLFO-RW-24635,AK_GlennallenFO_2024,8/6/2024 6:19:58 PM,AK Full Sample Visit,AK-GLFO-RW-24635_2024-08-06,39ea9132-0f0d-4a69-b1d7-bc5dd792eb78,eglipscomb,8/6/2024 6:20:02 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:35 PM,-146.892051227278,62.7899701699771
1144,AK-GLFO-RW-24575,AK_GlennallenFO_2024,8/7/2024 6:43:00 PM,AK Full Sample Visit,AK-GLFO-RW-24575_2024-08-07,c2790244-b5ff-4ae0-a28e-d0520fab3ce4,eglipscomb,8/7/2024 6:44:05 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:37 PM,-146.232356101324,62.7825365678494
1145,AK-GLFO-RW-24688,AK_GlennallenFO_2024,8/8/2024 8:55:33 PM,AK Full Sample Visit,AK-GLFO-RW-24688_2024-08-08,32df997d-68de-4b90-8ec3-c2a745e1c487,eglipscomb,8/8/2024 8:55:36 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:48 PM,-147.184578133105,62.6776292519007
1146,AK-GLFO-RW-24602,AK_GlennallenFO_2024,8/15/2024 10:35:47 PM,AK Full Sample Visit,AK-GLFO-RW-24602_2024-08-15,8fd72a59-3ab9-45c8-b6f9-396e44b17e64,eglipscomb,8/15/2024 10:35:57 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:20:59 PM,-149.833535700182,61.189610299955
1147,NV-WND-RW-24840,NV_WinnemuccaDO_2024,8/14/2024 1:39:48 AM,Calibration Visit,NV-WND-RW-24840_2024-08-13,e6c53fa6-6b0f-4493-a50b-6f39d16772d9,mhamptonpdx,8/14/2024 1:39:28 AM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:01 PM,-118.432092768759,41.8331346454795
1148,NV-WND-RW-24840,NV_WinnemuccaDO_2024,8/14/2024 2:52:35 PM,Full Sample Visit,NV-WND-RW-24840_2024-08-14,40ef71ce-66d6-436d-a38e-f546ee0170ef,mhamptonpdx,8/14/2024 2:52:41 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:03 PM,-118.430650818218,41.8342321213862
1149,NV-WND-RW-23634,NV_WinnemuccaDO_2024,8/15/2024 3:56:46 PM,Full Sample Visit,NV-WND-RW-23634_2024-08-15,6e86a006-92d4-46b0-adb9-404c6dcee4e2,mhamptonpdx,8/15/2024 3:56:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:04 PM,-118.720536810959,41.6833143282355
1150,UT-GSNM-TW-24045,UT_GrandStaircaseEscalanteNM_2024,8/14/2024 3:14:30 PM,Full Sample Visit,UT-GSNM-TW-24045_2024-08-14,0b7cb478-b580-4301-b0c8-7fe63bd0eedf,rachelakravitz,8/14/2024 3:14:33 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:06 PM,-111.313612999825,37.8397940000749
1151,UT-GSNM-TW-24044,UT_GrandStaircaseEscalanteNM_2024,8/15/2024 5:55:11 PM,Full Sample Visit,UT-GSNM-TW-24044_2024-08-15,39d1aa42-bb24-478a-8db4-bd5a83eabdb6,rachelakravitz,8/15/2024 5:55:20 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:08 PM,-111.325319215787,37.8867099492661
1152,ID-SAFO-RW-24502,ID_SalmonFO_2024,8/13/2024 7:53:51 PM,Full Sample Visit,ID-SAFO-RW-24502_2024-08-13,35f4c7c2-8e23-4632-9a8c-92a8fb55b77d,21jesseg,8/13/2024 7:54:10 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:09 PM,-114.00058156183,44.8043353664742
1153,ID-SAFO-RW-24505,ID_SalmonFO_2024,8/14/2024 8:33:21 PM,Permanent Rejection,ID-SAFO-RW-24505_2024-08-14,c70c0b23-fb76-475c-bb4c-ae23e830f6d9,21jesseg,8/14/2024 8:33:42 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:11 PM,-113.526350372631,44.8679327509993
1154,ID-SAFO-RW-24501,ID_SalmonFO_2024,8/14/2024 10:09:53 PM,Full Sample Visit,ID-SAFO-RW-24501_2024-08-14,aec53ddb-44cb-47d6-ae3a-172570bb9b9d,21jesseg,8/14/2024 10:09:57 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:13 PM,-113.580999037089,44.7213062022695
1155,ID-SAFO-RW-24509,ID_SalmonFO_2024,8/15/2024 8:41:16 PM,Full Sample Visit,ID-SAFO-RW-24509_2024-08-15,3ae381af-863f-4575-97a8-37f38f1a12ff,21jesseg,8/15/2024 8:41:23 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:15 PM,-113.558028801762,44.9019494655147
1156,ID-SAFO-RW-24502,ID_SalmonFO_2024,8/13/2024 7:53:41 PM,Full Sample Visit,ID-SAFO-RW-24502_2024-08-13,f8e820c5-3641-458e-9fee-9f01f0c8ed36,karasjostrom1,8/13/2024 7:54:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:16 PM,-114.000581634594,44.8043354964977
1157,ID-SAFO-RW-24505,ID_SalmonFO_2024,8/14/2024 8:33:12 PM,Permanent Rejection,ID-SAFO-RW-24505_2024-08-14,31063dff-3515-485c-aa00-a968cc0d970b,karasjostrom1,8/14/2024 8:33:35 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:18 PM,-113.526350372631,44.8679327509993
1158,ID-SAFO-RW-24501,ID_SalmonFO_2024,8/14/2024 10:10:15 PM,Full Sample Visit,ID-SAFO-RW-24501_2024-08-14,282bd3a3-e07e-4318-8d72-894a3126f8a9,karasjostrom1,8/14/2024 10:10:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:20 PM,-113.580999032597,44.7213061512066
1159,ID-SAFO-RW-24509,ID_SalmonFO_2024,8/15/2024 9:33:46 PM,Full Sample Visit,ID-SAFO-RW-24509_2024-08-15,3417badd-103c-478f-9c92-efffe6d94380,karasjostrom1,8/15/2024 9:33:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:22 PM,-113.55803029566,44.9019491760023
1160,AK-GLFO-TW-24005,AK_GlennallenFO_2024,7/29/2024 8:07:02 PM,Calibration Visit,AK-GLFO-TW-24005_2024-07-29,d64bcf57-ddd9-4641-92be-d74579bdc729,eglipscomb,7/29/2024 8:07:07 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:24 PM,-148.071249167051,63.2890096665128
1161,AK-GLFO-RW-24674,AK_GlennallenFO_2024,7/30/2024 7:54:27 PM,AK Full Sample Visit,AK-GLFO-RW-24674_2024-07-30,73b19d9e-abe1-4035-9cd3-225ecad27d02,eglipscomb,7/30/2024 7:54:28 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:25 PM,-147.536584000368,63.1463245001486
1162,AK-GLFO-TW-24003,AK_GlennallenFO_2024,7/31/2024 8:03:18 PM,AK Full Sample Visit,AK-GLFO-TW-24003_2024-07-31,65061dad-12a7-4235-ba29-71291d8c9478,eglipscomb,7/31/2024 8:03:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:27 PM,-145.521448666911,62.5183901667378
1163,AK-GLFO-TW-24001,AK_GlennallenFO_2024,8/1/2024 6:42:47 PM,AK Full Sample Visit,AK-GLFO-TW-24001_2024-08-01,c8003729-a797-4304-a343-84dd5066aa5c,eglipscomb,8/1/2024 6:42:51 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:29 PM,-145.287650000437,61.2671100001608
1164,AK-GLFO-TW-24002,AK_GlennallenFO_2024,8/2/2024 6:15:17 PM,AK Full Sample Visit,AK-GLFO-TW-24002_2024-08-02,2388afea-d6a4-42f5-abde-f989782d2120,eglipscomb,8/2/2024 6:15:23 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:31 PM,-145.232289999631,61.5185699998284
1165,AK-GLFO-RW-24602,AK_GlennallenFO_2024,8/5/2024 8:39:19 PM,AK Full Sample Visit,AK-GLFO-RW-24602_2024-08-05,eeaf4da2-25fc-4788-a82a-2dbd1d1e8915,eglipscomb,8/5/2024 8:39:30 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:33 PM,-145.50845999988,62.1715406664888
1166,AK-GLFO-RW-24529,AK_GlennallenFO_2024,8/7/2024 7:19:37 PM,AK Full Sample Visit,AK-GLFO-RW-24529_2024-08-07,1f0a4d76-bc37-4cc0-9e1d-ecebba1ade7c,eglipscomb,8/7/2024 7:19:42 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:35 PM,-146.306229523142,62.7811978859802
1167,AK-GLFO-RW-24548,AK_GlennallenFO_2024,8/8/2024 5:46:48 PM,AK Full Sample Visit,AK-GLFO-RW-24548_2024-08-08,9fb7f900-b811-4a44-a109-b7e950bc715b,eglipscomb,8/8/2024 5:47:45 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:37 PM,-146.729805166221,62.5637011667426
1168,AK-GLFO-RW-24602,AK_GlennallenFO_2024,8/15/2024 10:34:04 PM,AK Full Sample Visit,AK-GLFO-RW-24602_2024-08-15,c34d86d2-27b9-4d0e-b756-c00c32bc6e5c,eglipscomb,8/15/2024 10:34:08 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:39 PM,-149.833538099582,61.189601600206
1169,NV-WND-RW-24847,NV_WinnemuccaDO_2024,8/16/2024 4:09:50 PM,Full Sample Visit,NV-WND-RW-24847_2024-08-16,2e16c489-8c54-4140-a9ca-de8c840e5582,mhamptonpdx,8/16/2024 4:09:58 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:42 PM,-118.660806458685,41.6178123530932
1170,NV-WND-RW-24823,NV_WinnemuccaDO_2024,8/17/2024 6:11:12 PM,Small Site Pilot Sample Visit,NV-WND-RW-24823_2024-08-17,7a8923f5-23cd-4c19-81df-51098c2a445d,mhamptonpdx,8/17/2024 6:11:18 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:44 PM,-118.982601208596,41.4017147967677
1171,UT-CLD-TW-24080,UT_ColorCountryDO_2024,8/17/2024 4:02:52 PM,Full Sample Visit,UT-CLD-TW-24080_2024-08-17,c381dc7e-ff80-40bd-a6b1-2da5cef84a35,tmasjukes0,8/17/2024 4:02:55 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:46 PM,-112.588239999902,38.0082200002023
1172,ID-SAFO-RW-24508,ID_SalmonFO_2024,8/16/2024 7:18:19 PM,Full Sample Visit,ID-SAFO-RW-24508_2024-08-16,3cc9abf4-430c-463d-945f-b5a85fb40474,21jesseg,8/16/2024 7:18:34 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:48 PM,-113.107436869095,44.4090500386899
1173,ID-SAFO-RW-24504,ID_SalmonFO_2024,8/17/2024 4:33:35 PM,Full Sample Visit,ID-SAFO-RW-24504_2024-08-17,e4f4bd29-de13-4f0b-9a03-458e200a038b,21jesseg,8/17/2024 4:33:56 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:49 PM,-112.976633273999,44.2518323263842
1174,ID-SAFO-RW-24508,ID_SalmonFO_2024,8/16/2024 7:08:50 PM,Full Sample Visit,ID-SAFO-RW-24508_2024-08-16,7f08d951-66e3-4eec-b4fd-ef3bc6a963b5,karasjostrom1,8/16/2024 7:09:00 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:51 PM,-113.107436869095,44.4090500386899
1175,ID-SAFO-RW-24504,ID_SalmonFO_2024,8/17/2024 4:33:47 PM,Full Sample Visit,ID-SAFO-RW-24504_2024-08-17,8e819036-2468-4552-8379-e8c72e1b92b6,karasjostrom1,8/17/2024 4:33:53 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:53 PM,-112.976633209321,44.2518324177534
1176,NV-NOD-RW-24689,NV_ElkoDO_2024,8/14/2024 3:42:18 PM,Full Sample Visit,NV-NOD-RW-24689_2024-08-14,77fc9395-8fc7-4ef7-8e34-1477a3c3f068,lyndollsenf,8/14/2024 3:42:22 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:54 PM,-115.265871416251,41.1456927610855
1177,NV-NOD-RW-24687,NV_ElkoDO_2024,8/15/2024 3:00:32 PM,Full Sample Visit,NV-NOD-RW-24687_2024-08-15,a4845af4-628b-4e2f-bb51-46d4c4fe5b9a,lyndollsenf,8/15/2024 3:00:38 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:56 PM,-115.608385514441,40.6826059197982
1178,NV-WND-RW-24860,NV_WinnemuccaDO_2024,8/16/2024 2:42:34 PM,Full Sample Visit,NV-WND-RW-24860_2024-08-16,52f81c9f-eca6-43bd-9873-7352052a369b,lyndollsenf,8/16/2024 2:42:48 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:21:58 PM,-117.285369034305,41.1687418817999
1179,NV-WND-RW-24849,NV_WinnemuccaDO_2024,8/17/2024 4:32:11 PM,Full Sample Visit,NV-WND-RW-24849_2024-08-17,246b47eb-97c3-414a-ad70-0ea9774af7dd,lyndollsenf,8/17/2024 4:32:15 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:22:00 PM,-117.526007210146,40.7748966777004
1180,NV-NOD-RW-24689,NV_ElkoDO_2024,8/14/2024 3:39:41 PM,Full Sample Visit,NV-NOD-RW-24689_2024-08-14,d83cb8de-9d57-4290-a674-a801946eb204,shahanesimonyan4,8/14/2024 3:39:44 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:22:01 PM,-115.265871416251,41.1456927610855
1181,NV-NOD-RW-24687,NV_ElkoDO_2024,8/15/2024 2:59:40 PM,Full Sample Visit,NV-NOD-RW-24687_2024-08-15,6daac81a-748c-4639-a9a0-5d9b81c94b9b,shahanesimonyan4,8/15/2024 2:59:50 PM,kmartin@blm.gov_BLM_EGIS,10/2/2024 7:22:03 PM,-115.608385514441,40.6826059197982
