objectid,GlobalID,SpecRichDetailEvaluationID,RecKey,Select Plant Species,Was voucher specimen collected for this species?,Collection Number,UnknownCode,UnknownCodeKey,Species Abundance,ParentGlobalID,CreationDate,Creator,EditDate,Editor
749,4bf07829-3621-4007-9c3a-ab6e23f3c9cc,CA-NCAD-TW-24081_2024-05-04,,TRHI4,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
750,fd3b8d79-2f67-4fe9-9acc-84ddb351c0d7,CA-NCAD-TW-24081_2024-05-04,,RUAR9,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
751,e033c04f-b01f-443b-87ba-3b79745d09d9,CA-NCAD-TW-24081_2024-05-04,,SOAS,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
752,7e8c8a9f-5357-4b75-bf79-57e16a29babd,CA-NCAD-TW-24081_2024-05-04,,POFR2,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
753,043430f1-4e82-464e-a1f5-1c3d3d7bde70,CA-NCAD-TW-24081_2024-05-04,,HIIN3,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
754,f278045b-94b5-452c-ab4f-3ce7f0daa198,CA-NCAD-TW-24081_2024-05-04,,HYGL2,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
755,ee8d1a92-bf29-4d0f-bc57-2c2bbeb0fcf1,CA-NCAD-TW-24081_2024-05-04,,BAPI,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
756,33a51886-f8bc-48f6-981c-609529cb6be4,CA-NCAD-TW-24081_2024-05-04,,ANAR7,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
757,083fa01b-5339-46d4-84ed-5087b95b6c3d,CA-NCAD-TW-24081_2024-05-04,,DAGL,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
758,4507d02f-a020-48d3-826d-e6ed522e16a2,CA-NCAD-TW-24081_2024-05-04,,ERBO,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
759,4bf4d3f8-a71e-49ce-9426-70d53764ef8e,CA-NCAD-TW-24081_2024-05-04,,TYLA,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
760,eca91269-2115-4e02-a8aa-79153de78068,CA-NCAD-TW-24081_2024-05-04,,LETA,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
761,87fd16d0-b406-4f71-9bee-1de3635b5f07,CA-NCAD-TW-24081_2024-05-04,,CYER,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
762,f5b867ba-9b41-4ad9-9ae9-79919490ac4e,CA-NCAD-TW-24081_2024-05-04,,GNPA,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
763,88c2649a-ab73-4012-b815-89c91a0e6642,CA-NCAD-TW-24081_2024-05-04,,CAVU2,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
764,252cd76e-416a-41eb-b914-a8475dd81cb4,CA-NCAD-TW-24081_2024-05-04,,ACMI2,No,,,,2,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
765,58df2551-b90e-4e1d-8272-786885f556c4,CA-NCAD-TW-24081_2024-05-04,,VETH,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
766,782dbd4e-553b-4ea5-872a-ad11c772b3f5,CA-NCAD-TW-24081_2024-05-04,,AICA,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
767,b9ea6bae-c41e-48a6-9264-183cce454546,CA-NCAD-TW-24081_2024-05-04,,ESCA2,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
768,4b76007a-35cc-4064-8396-05b3166b4062,CA-NCAD-TW-24081_2024-05-04,,XAST,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
769,0ec0f570-6985-41bc-b512-5b45e9cfcfed,CA-NCAD-TW-24081_2024-05-04,,RHIL,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
770,f9fb81c1-a45a-4429-9d7f-19d5cc0cfe30,CA-NCAD-TW-24081_2024-05-04,,PISA2,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
771,556c03be-ef62-4742-8407-063fd6777cc5,CA-NCAD-TW-24081_2024-05-04,,AVBA,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
772,a81ebf20-3891-44a9-9461-c8b92f6d46f4,CA-NCAD-TW-24081_2024-05-04,,VUMI,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
773,33268d32-99ea-4136-b4f3-8091ea714b82,CA-NCAD-TW-24081_2024-05-04,,ELAC,No,,,,1,4cd680c2-7d08-466c-bab2-9e34f26e6b33,5/8/2024 4:12:39 PM,ntshaw19996,6/5/2024 8:54:49 PM,ntshaw19996
774,900dbc8a-3c58-4c92-9273-42cccfe46af2,CA-CCAD-TW-24001_2024-05-03,,XAST,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
775,859d0b3a-950c-424c-b93e-8e30370be9fc,CA-CCAD-TW-24001_2024-05-03,,GRHI,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
776,ba5f7630-488a-4c41-912e-855dd924385f,CA-CCAD-TW-24001_2024-05-03,,SABI3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
777,e6f76e1c-10f8-4a74-9998-840bd6e0a839,CA-CCAD-TW-24001_2024-05-03,,WYAN,No,,,,3,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
778,cd7b1ef9-4b97-4ef8-8207-176add3fd3d4,CA-CCAD-TW-24001_2024-05-03,,AMMEI2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
779,b4338da6-5306-435f-9948-3f6acfd5d65c,CA-CCAD-TW-24001_2024-05-03,,GEDI,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
780,b10b69ae-08fd-4e2d-be9c-5d5e0a65c13e,CA-CCAD-TW-24001_2024-05-03,,RACA3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
781,0fb25b48-963d-468e-8899-fcaee3f82301,CA-CCAD-TW-24001_2024-05-03,,DEHEH,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
782,2755cee8-3efe-4960-b399-048f4f3269f7,CA-CCAD-TW-24001_2024-05-03,,TACA8,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
783,f943b22f-395f-485b-aa56-434481a6e09d,CA-CCAD-TW-24001_2024-05-03,,CAAT25,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
784,a5b4ef82-800b-4e71-b73f-04b697316809,CA-CCAD-TW-24001_2024-05-03,,CARU20,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
785,1edbde7e-756d-46b4-9438-ff70b5d97b6d,CA-CCAD-TW-24001_2024-05-03,,BRDI3,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
786,2048c840-80ca-4a3e-af68-5b4b2f4876bb,CA-CCAD-TW-24001_2024-05-03,,BRHO2,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
787,51b3d8b4-a9ae-4098-a1b8-f0fa9bd1674c,CA-CCAD-TW-24001_2024-05-03,,AVFA,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
788,fc889602-c7ef-4888-a352-b9654a548a8f,CA-CCAD-TW-24001_2024-05-03,,MEPO3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
789,33107d9f-c358-4e44-bd93-480706daf312,CA-CCAD-TW-24001_2024-05-03,,STME2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
790,8cd4b4a9-e62e-4b48-b8d2-3f86463be5a6,CA-CCAD-TW-24001_2024-05-03,,ACMO2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
791,9e1e43c1-64f2-489a-a3bd-1c05497356f9,CA-CCAD-TW-24001_2024-05-03,,DICA14,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
792,1ed3f3a7-4cbc-4276-8923-4fae2221c521,CA-CCAD-TW-24001_2024-05-03,,SOAS,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
793,dff6b800-4b7d-436e-9bd9-d75e6ca96cc8,CA-CCAD-TW-24001_2024-05-03,,HYRA3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
794,613c2cc5-d1fb-4830-9318-c276e73a6888,CA-CCAD-TW-24001_2024-05-03,,VIDO,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
795,d5543d88-fe3d-4d25-b524-dba8e8da7df3,CA-CCAD-TW-24001_2024-05-03,,ASBR8,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
796,29f66725-9099-4276-9b9a-7291012d6ba0,CA-CCAD-TW-24001_2024-05-03,,PEDU2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
797,ea30dd3d-1f4c-4514-a57b-0a37fb39bd19,CA-CCAD-TW-24001_2024-05-03,,LOCO6,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
798,75daab70-8df1-4de5-89ab-0718f1aa883f,CA-CCAD-TW-24001_2024-05-03,,LEMO8,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
799,08e695b7-70ee-48c5-b1e2-19953c00602b,CA-CCAD-TW-24001_2024-05-03,,ERCI6,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
800,c743012d-9e12-4298-867e-4be844fe8eed,CA-CCAD-TW-24001_2024-05-03,,GAAP2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
801,bb01afb7-aaba-419e-8c91-22344154b762,CA-CCAD-TW-24001_2024-05-03,,TRPO,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
802,2996fe1c-af0f-4571-93d0-0892f8271804,CA-CCAD-TW-24001_2024-05-03,,SIBE,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
803,a9f2f754-00eb-42a7-a00a-64dba5b9c149,CA-CCAD-TW-24001_2024-05-03,,LECI18,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
804,1d76b588-8100-4917-97c2-30b5922dd7dc,CA-CCAD-TW-24001_2024-05-03,,RUAC3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
805,e6e532dd-c0bd-49a1-bb23-6694aad21639,CA-CCAD-TW-24001_2024-05-03,,MEIN2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
806,d5662c72-1f76-4b51-9c42-20a45a7bcedb,CA-CCAD-TW-24001_2024-05-03,,TRMI4,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
807,9e572209-0285-48f1-9003-d3bda7637327,CA-CCAD-TW-24001_2024-05-03,,TRWI3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
808,0686d07b-c8a3-4bb6-aa4d-0d49d7ec3a3e,CA-CCAD-TW-24001_2024-05-03,,EUSP,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
809,3b6ca3f5-edaf-4627-8b2e-68bdb108743c,CA-CCAD-TW-24001_2024-05-03,,CAPR5,No,,,,2,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
810,06eab6a3-e423-4d56-acef-00cb1c8cf482,CA-CCAD-TW-24001_2024-05-03,,QUDO,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
811,ec0fa85e-54b6-4086-b8bf-757424a35e39,CA-CCAD-TW-24001_2024-05-03,,PLER3,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
812,0e4c2a3e-05fc-47f3-b8cb-c2edf076b407,CA-CCAD-TW-24001_2024-05-03,,PLCO4,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
813,b7d157d0-06b1-4485-8b01-a0cd35f5e1e6,CA-CCAD-TW-24001_2024-05-03,,GNPA,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
814,ee9eec81-708e-41b2-b4cb-250d8faa3137,CA-CCAD-TW-24001_2024-05-03,,AGHE2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
815,c13a69ab-4c96-42ea-88b1-6abcfcb4fbbb,CA-CCAD-TW-24001_2024-05-03,,AICA,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
816,3e34fe7b-567f-4058-b964-d82e4df11eb3,CA-CCAD-TW-24001_2024-05-03,,NAPU4,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
817,ecd60ef2-f782-40df-a63e-d048cb153501,CA-CCAD-TW-24001_2024-05-03,,SEVU,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
818,c1e3ebc1-ffe0-4377-9e19-e0e27bcbd7e9,CA-CCAD-TW-24001_2024-05-03,,CAPY2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
819,b128e72e-ff76-411e-9538-7023b11ac5f7,CA-CCAD-TW-24001_2024-05-03,,RHTR,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
820,765db3c7-af1b-4171-a721-f95a5290f4d3,CA-CCAD-TW-24001_2024-05-03,,CEME2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
821,2fc53b28-b2fb-420d-ba64-3f3b4119b1d0,CA-CCAD-TW-24001_2024-05-03,,JUPA2,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
822,3ba6153c-486c-45aa-bd79-76d07cc695e6,CA-CCAD-TW-24001_2024-05-03,,GAPA5,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
823,844bcd5c-9ca0-478e-95ad-484daef8978f,CA-CCAD-TW-24001_2024-05-03,,SOPH,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
824,24d6dac5-6d7c-4ead-87ed-99994a2ef8b5,CA-CCAD-TW-24001_2024-05-03,,ASFA,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
825,34499632-f722-4b47-890b-e1616a06cd86,CA-CCAD-TW-24001_2024-05-03,,SOUM,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
826,44bf9fcb-31e6-4270-b72c-18c230960495,CA-CCAD-TW-24001_2024-05-03,,LASE,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
827,da11b20c-9dea-480f-9c80-cf03b4665a2a,CA-CCAD-TW-24001_2024-05-03,,PHAQ,No,,,,1,4bb005ac-6ec2-4d33-92f5-04a119e87e27,5/8/2024 5:50:33 PM,king.b55638,10/29/2024 5:00:20 PM,bking_cnps
828,9c1a0d21-696d-45b9-a4be-90a55cc0e234,CA-CCAD-TW-23063_2024-05-04,,DICA14,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
829,35ba7f0f-fc79-40e0-9b71-3e5373267fe8,CA-CCAD-TW-23063_2024-05-04,,CAUN,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
830,801a99c7-a560-4810-b2e7-93e9b4c630f1,CA-CCAD-TW-23063_2024-05-04,,MINU2,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
831,f72cf767-f8ac-4714-abfb-906036f3c618,CA-CCAD-TW-23063_2024-05-04,,MIGU,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
832,5a6e4a34-c1e1-4c9b-98a6-26aeb7761687,CA-CCAD-TW-23063_2024-05-04,,CARU20,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
833,8de7fbce-71b8-435a-8a1a-6efd912d7889,CA-CCAD-TW-23063_2024-05-04,,ZIMIF2,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
834,31e866dd-b242-44c4-823a-8377429d5d90,CA-CCAD-TW-23063_2024-05-04,,BRHO2,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
835,09fad70a-f02b-4ded-89cf-2d0d8722063a,CA-CCAD-TW-23063_2024-05-04,,ERLU5,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
836,f95f93fa-2b9b-4d7f-b787-7df58274619c,CA-CCAD-TW-23063_2024-05-04,,AGHE2,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
837,8fa77e8a-d766-46ed-831a-3ff41c980030,CA-CCAD-TW-23063_2024-05-04,,AGGR,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
838,89362bf5-671a-4b3d-86ec-55f6be00e23d,CA-CCAD-TW-23063_2024-05-04,,HERA3,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
839,02052aad-bb5b-4c60-9340-cc0d75aeb470,CA-CCAD-TW-23063_2024-05-04,,VUMI,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
840,73226c56-66d0-43ef-89ab-9082b6970c36,CA-CCAD-TW-23063_2024-05-04,,JUUN,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
841,d53a734c-5199-403f-b6a3-acf2c207ce78,CA-CCAD-TW-23063_2024-05-04,,SIBE,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
842,b964768e-29ae-4d98-9490-720315c80794,CA-CCAD-TW-23063_2024-05-04,,HESA17,No,,,,2,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
843,3cd03bb5-ebb3-4d21-be81-9ca4d9a6747e,CA-CCAD-TW-23063_2024-05-04,,PISA2,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
844,1d76efed-b63d-48ee-9f0b-bbefb983d28d,CA-CCAD-TW-23063_2024-05-04,,ERCA6,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
845,866ec591-218f-4173-b36e-457022a474d1,CA-CCAD-TW-23063_2024-05-04,,ARVI4,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
846,4781686a-77f1-4e63-9bba-b2f938a293cd,CA-CCAD-TW-23063_2024-05-04,,MILA5,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
847,ceaa9001-79bc-4594-b648-29d5141121c8,CA-CCAD-TW-23063_2024-05-04,,LAMI,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
848,39ee4f20-c6bd-4c46-8735-3786914a7b43,CA-CCAD-TW-23063_2024-05-04,,PLER3,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
849,ca00d9c8-bc10-4ee7-b7e0-9750928317cf,CA-CCAD-TW-23063_2024-05-04,,VIVI,No,,,,1,63658d2d-6e3b-4817-962d-a9e92e7cdeed,5/8/2024 5:50:37 PM,king.b55638,5/21/2024 10:36:18 PM,king.b55638
