objectid,GlobalID,AdminState,Plot ID,Plot Key,ProjectName,Office,Crew Number,Date,DateFormat,Observer,Recorder,Person checking values,Person recording values,Comments,Plot Layout,PlotLayoutNotes,Plot Shape,Plot Area,Plot Radius,Plot Length,Plot Width,Are Plant Species Present?,Search Time,All Unknown Codes used,All Species in the form,CreationDate,Creator,EditDate,Editor,AllSpeciesCheck,x,y
540,9226399c-f426-4664-866d-aa30308869d5,ID,Low Sagebrush Warm Dry-43,ID_BDO_BOSH_2019_LowSagebrushWarmDry-43_V2,Idaho BOSH 2019,IDB00,19,8/9/2024 18:00,2024-08-09,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:21.007,ngamble98,08/11/2024 22:43:21.007,ngamble98,,-116.4781653,42.91424383
541,0eabd345-6b5b-4d03-a755-64943e215fcd,ID,Low Sagebrush Warm Dry-46,ID_BDO_BOSH_2019_LowSagebrushWarmDry-46_V2,Idaho BOSH 2019,IDB00,19,8/9/2024 18:00,2024-08-09,Ryan Fong,Ryan Fong,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:22.803,ngamble98,08/11/2024 22:43:22.803,ngamble98,,-116.4734129,42.90819886
542,fbafa24d-4217-4af1-9c0c-d9ce28afd4b0,ID,Aspen-03,ID_BDO_BOSH_2019_Aspen-03_V2,Idaho BOSH 2019,IDB00,19,8/10/2024 18:00,2024-08-10,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:24.395,ngamble98,08/11/2024 22:43:24.395,ngamble98,,-116.502137,42.92695147
543,8087518f-d924-4fb8-bb60-ed1f375fa343,ID,Aspen-02,ID_BDO_BOSH_2019_Aspen-02_V2,Idaho BOSH 2019,IDB00,19,8/10/2024 18:00,2024-08-10,Nikoli Ikerd,Nikoli Ikerd,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:26.188,ngamble98,08/11/2024 22:43:26.188,ngamble98,,-116.5090681,42.92861175
544,f504e71a-1aff-4955-926a-b8e865eb01d1,ID,Aspen-04,ID_BDO_BOSH_2019_Aspen-04_V2,Idaho BOSH 2019,IDB00,19,8/10/2024 18:00,2024-08-10,Ryan Fong,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:28.074,ngamble98,08/11/2024 22:43:28.074,ngamble98,,-116.5032462,42.92271948
545,30370ab2-cc46-4fe0-96f4-273c533f8a5f,ID,Aspen-01,ID_BDO_BOSH_2019_Aspen-01_V2,Idaho BOSH 2019,IDB00,19,8/10/2024 18:00,2024-08-10,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:30.772,ngamble98,08/11/2024 22:43:30.772,ngamble98,,-116.5084875,42.93823847
546,1fb95283-4c37-4276-a1d1-8f7fdfaeb2a0,ID,Big Sagebrush Warm Dry-24,ID_BDO_BOSH_2019_BigSagebrushWarmDry-24_V2,Idaho BOSH 2019,IDB00,19,8/11/2024 18:00,2024-08-11,Nikoli Ikerd,Nikoli Ikerd,,,"ARARL3 input as description best matches what is found on plot, but can be attributed to ARTRT if population locations do not match. ",Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:32.606,ngamble98,08/11/2024 22:43:32.606,ngamble98,,-116.4776718,42.9519115
547,d653e95c-1055-4ed7-8450-4daab411abe3,ID,Big Sagebrush Warm Dry-21,ID_BDO_BOSH_2019_BigSagebrushWarmDry-21_V2,Idaho BOSH 2019,IDB00,19,8/11/2024 18:00,2024-08-11,Ryan Fong,Ryan Fong,,,"ARARL3 input as description best matches what is found on plot, but can be attributed to ARTRT if population locations do not match. ",Spoke,,circle,2827.43,30,,,Yes,15,,,08/11/2024 22:43:34.317,ngamble98,08/11/2024 22:43:34.317,ngamble98,,-116.4843589,42.95103648
548,fbf65857-ce32-4a44-97f6-59cc5851103e,ID,BasinCM-009,ID_BFO_LUP_2022_BasinCM-009_V1,ID_BFO_LUP_2022,IDB02,06,7/30/2024 18:00,2024-07-30,Anjali Shukla,Anjali Shukla,,,,Spoke,,circle,2827.43,30,,,Yes,20,"PF06060, PF06064, PF06061, PF06062, PF06063",,08/13/2024 03:59:45.898,shukla.anjalirani,08/13/2024 03:59:45.898,shukla.anjalirani,,-116.1856467,42.68611756
549,e276903e-4965-4f77-8d2b-08ef96fbd8f6,ID,Other-258,ID_BFO_LUP_2022_Other-258_V1,ID_BFO_LUP_2022,IDB02,06,8/2/2024 18:00,2024-08-02,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,18,"AF06 (055 056 057 058)
PF06 (067 069)
PG06002",,08/13/2024 03:59:48.384,shukla.anjalirani,08/13/2024 03:59:48.384,shukla.anjalirani,,-116.3483212,42.51950762
550,d96496b7-3507-4e51-8944-76cada3ecd3a,ID,LowCM-182,ID_BFO_LUP_2022_LowCM-182_V1,ID_BFO_LUP_2022,IDB02,06,8/4/2024 18:00,2024-08-04,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,20,PF06 076 077,,08/13/2024 03:59:50.623,shukla.anjalirani,08/13/2024 03:59:50.623,shukla.anjalirani,,-116.4710362,42.60302507
551,6b56f1b4-2e68-4745-8b1f-da19003eb9d1,ID,BasinCM-NR-003,ID_BFO_LUP_2022_BasinCM-NR-003_V1,ID_BFO_LUP_2022,IDB02,06,7/31/2024 18:00,2024-07-31,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,21,Pf06066,,08/13/2024 03:59:51.637,shukla.anjalirani,08/13/2024 03:59:51.637,shukla.anjalirani,,-116.1261069,42.60163736
552,52d58fbe-6bd3-4c06-be73-a268aee543c0,ID,OFOWNT2024-08-001,ID_OFO_HAF_WNT_2024_OFOWNT2024-08-001_V1,ID_OFO_HAF_2024,IDB03,06,8/5/2024 18:00,2024-08-05,Samantha Kennel,Samantha Kennel,,,,Spoke,,circle,2827.43,30,,,Yes,16,"PF06081, 082 
AF06065",,08/13/2024 03:59:52.781,shukla.anjalirani,08/13/2024 03:59:52.781,shukla.anjalirani,,-116.7155965,43.22088731
553,7009544c-7a91-4c11-a1cf-133475fbbcd3,ID,Other-NR-005,ID_BFO_LUP_2022_Other-NR-005_V1,ID_BFO_LUP_2022,IDB02,06,8/3/2024 18:00,2024-08-03,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,25,"PF06071, PF06072, PF06073, PF06074, PF06070, PF06075, AF06059, AF06060",,08/13/2024 03:59:53.728,shukla.anjalirani,08/13/2024 03:59:53.728,shukla.anjalirani,,-116.3720113,42.53226174
554,cb52e911-a46f-4fa5-bff8-3e0beb57518c,ID,BigCM-045,ID_BFO_LUP_2022_BigCM-045_V2,ID_BFO_LUP_2022,IDB02,06,8/3/2024 18:00,2024-08-03,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,19,"PF06079, PF06078, AF06061, PF06080",,08/13/2024 03:59:55.872,shukla.anjalirani,08/13/2024 03:59:55.872,shukla.anjalirani,,-116.4710429,42.60303103
555,94880839-62a9-4648-aef2-4cd1869b537d,ID,Other-260,ID_BFO_LUP_2022_Other-260_V1,ID_BFO_LUP_2022,IDB02,06,8/5/2024 18:00,2024-08-05,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,20,"AF06062, AF06063, SH06010, AF06064",,08/13/2024 03:59:58.364,shukla.anjalirani,09/09/2024 18:27:43.869,wthiel@blm.gov_BLM_EGIS,,-116.6978904,42.5669498
556,8a5de781-7da9-457e-b64a-7cd6549499d0,ID,OFOWNT2024-08-003,ID_OFO_HAF_WNT_2024_OFOWNT2024-08-003_V1,ID_OFO_HAF_2024,IDB03,06,8/13/2024 18:00,2024-08-13,Anjali Shukla,Anjali Shukla,Anjali Shukla,Anjali Shukla,,Spoke,,circle,2827.43,30,,,Yes,15,AF06066,,08/13/2024 13:25:34.964,shukla.anjalirani,09/09/2024 18:29:14.730,wthiel@blm.gov_BLM_EGIS,,-116.733517,43.2295001
557,05cfb4cf-fbc9-4a28-abdd-1b15ef0835f5,ID,USFO2023-062,ID_USFO_LUP_2023_USFO2023-062_V2,ID_USFO_LUP_2023,IDI01,01,8/4/2024 18:00,2024-08-04,Noah Duncan Reid,Noah Duncan Reid,,,,Spoke,,circle,2827.43,30,,,Yes,29,,,08/13/2024 16:02:07.155,noahduncanreid7,08/13/2024 16:02:07.155,noahduncanreid7,,-112.3082827,44.1787857
558,4f1591d9-cd53-477c-959d-ece6317b7bba,ID,Low Sagebrush Cool Moist-40,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-40_V2,Idaho BOSH 2019,IDB00,19,8/12/2024 18:00,2024-08-12,Nate Gamble,Nate Gamble,,,,Spoke,,circle,2827.43,30,,,Yes,15,PF19001,,08/13/2024 16:08:25.284,ngamble98,08/13/2024 16:08:25.284,ngamble98,,-116.5365364,42.92465375
559,3c0bc6d1-f4c1-436b-b895-7eea03fadad9,ID,Low Sagebrush Cool Moist-30,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-30_V2,Idaho BOSH 2019,IDB00,23,8/7/2024 18:00,2024-08-07,Michael Torres,Michael Torres,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:14:41.361,michaeljt913,08/13/2024 19:14:41.361,michaeljt913,,-116.5368327,42.91078963
560,887e4c3b-b720-490d-a5a7-4b6337d7c04c,ID,Low Sagebrush Cool Moist-27,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-27_V2,Idaho BOSH 2019,IDB00,23,8/7/2024 18:00,2024-08-07,Armando Castillo,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,35,,,08/13/2024 19:14:43.658,michaeljt913,08/13/2024 19:14:43.658,michaeljt913,,-116.5368353,42.91079824
561,0bbb254d-71a0-45e9-91dc-f02f217b961d,ID,Low Sagebrush Cool Moist-32,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-32_V2,Idaho BOSH 2019,IDB00,23,8/9/2024 18:00,2024-08-09,Michael Torres,Michael Torres,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:14:45.783,michaeljt913,08/13/2024 19:14:45.783,michaeljt913,,-116.2113247,43.61979833
562,b3d6b9c9-e8d3-4bab-b3ca-43209f181f1c,ID,Low Sagebrush Cool Moist-34,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-34_V2,Idaho BOSH 2019,IDB00,23,8/8/2024 18:00,2024-08-08,Michael Torres,Michael Torres,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:14:47.940,michaeljt913,08/13/2024 19:14:47.940,michaeljt913,,-116.2113391,43.61981645
563,f1025b26-2e18-46c6-afb6-d54edb4dd7f0,ID,Low Sagebrush Cool Moist-33,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-33_V2,Idaho BOSH 2019,IDB00,23,8/9/2024 18:00,2024-08-09,Armando Castillo,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,35,,,08/13/2024 19:14:50.125,michaeljt913,08/13/2024 19:14:50.125,michaeljt913,,-115.6971448,43.13522245
564,347933b0-2521-4435-944c-4f6bd6074688,ID,Low Sagebrush Cool Moist-36,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-36_V2,Idaho BOSH 2019,IDB00,23,8/10/2024 18:00,2024-08-10,Armando Castillo,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,35,,,08/13/2024 19:14:51.919,michaeljt913,08/13/2024 19:14:51.919,michaeljt913,,-116.5895786,42.81927996
565,66c41511-8663-40dd-bb5e-1bad21fe50c3,ID,Low Sagebrush Cool Moist-28,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-28_V2,Idaho BOSH 2019,IDB00,23,8/11/2024 18:00,2024-08-11,Michael Torres,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:14:53.865,michaeljt913,08/13/2024 19:14:53.865,michaeljt913,,-116.5282418,42.81872649
566,ef7604ff-6cb0-4164-a794-c4b2b0d14031,ID,Low Sagebrush Cool Moist-39,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-39_V2,Idaho BOSH 2019,IDB00,23,8/11/2024 18:00,2024-08-11,Armando Castillo,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,35,,,08/13/2024 19:14:55.686,michaeljt913,08/13/2024 19:14:55.686,michaeljt913,,-116.549178,42.82220554
567,924dd04c-70d0-4a11-a6c8-fd148e704f7a,ID,Other-51,ID_BDO_BOSH_2019_Other-51_V2,Idaho BOSH 2019,IDB00,23,8/11/2024 18:00,2024-08-11,Michael Torres,Michael Torres,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:14:57.755,michaeljt913,08/13/2024 19:14:57.755,michaeljt913,,-116.5650327,42.80917112
568,9bb36148-dd8f-4449-bfdc-f3a23c59b2ad,ID,Low Sagebrush Cool Moist-29,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-29_V2,Idaho BOSH 2019,IDB00,23,8/12/2024 18:00,2024-08-12,Armando Castillo,Michael Torres,,,,Spoke,,circle,2827.43,30,,,Yes,35,AG23001,,08/13/2024 19:14:59.912,michaeljt913,08/13/2024 19:14:59.912,michaeljt913,,-116.6300796,42.82255596
569,31c2519f-2b7a-4445-8928-0e85a997ba6f,ID,Low Sagebrush Cool Moist-35,ID_BDO_BOSH_2019_LowSagebrushCoolMoist-35_V2,Idaho BOSH 2019,IDB00,23,8/12/2024 18:00,2024-08-12,Michael Torres,Armando Castillo,,,,Spoke,,circle,2827.43,30,,,Yes,45,,,08/13/2024 19:15:01.931,michaeljt913,08/13/2024 19:15:01.931,michaeljt913,,-116.5580739,42.84167249
570,65e74079-0ae1-498a-af92-bf4c2310a5c6,ID,OFOWNT2024-03-001,ID_OFO_HAF_WNT_2024_OFOWNT2024-03-001_V1,ID_OFO_HAF_2024,IDB03,11,8/14/2024 18:00,2024-08-14,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/19/2024 14:01:43.681,jordantylerrodriguez,08/19/2024 14:01:43.681,jordantylerrodriguez,,-116.7432494,43.26141932
571,3249d523-a376-448d-8709-07b62ef5fc71,ID,OFOWNT2024-08-004,ID_OFO_HAF_WNT_2024_OFOWNT2024-08-004_V1,ID_OFO_HAF_2024,IDB03,11,8/14/2024 18:00,2024-08-14,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/19/2024 14:01:45.701,jordantylerrodriguez,08/19/2024 14:01:45.701,jordantylerrodriguez,,-116.7383965,43.25540635
572,319970c5-20d7-40ec-9e5b-b47702b77c91,ID,OFOWNT2024-07-001,ID_OFO_HAF_WNT_2024_OFOWNT2024-07-001_V1,ID_OFO_HAF_2024,IDB03,11,8/15/2024 18:00,2024-08-15,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,19,,,08/19/2024 14:01:47.417,jordantylerrodriguez,08/19/2024 14:01:47.417,jordantylerrodriguez,,-116.7853535,43.18143368
573,820611a7-32da-4cf3-b8d7-f43a81a81ecd,ID,BigCM-2022-042,ID_OFO_LUP_2022_BigCM-2022-042_V1,ID_OFO_LUP_2022,IDB03,11,8/15/2024 18:00,2024-08-15,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,21,,,08/19/2024 14:01:49.594,jordantylerrodriguez,08/19/2024 14:01:49.594,jordantylerrodriguez,,-116.9894367,42.75045748
574,60fa56b3-b34d-443c-bb3c-78e76c07fcc9,ID,BigCM-2022-041,ID_OFO_LUP_2022_BigCM-2022-041_V2,ID_OFO_LUP_2022,IDB03,11,8/16/2024 18:00,2024-08-16,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,23,,,08/19/2024 14:01:51.616,jordantylerrodriguez,08/19/2024 14:01:51.616,jordantylerrodriguez,,-116.7405983,42.57189733
575,2ae80310-70c2-4d53-a6ad-b30a524c5ae9,ID,BigCM-NR-005,ID_BFO_LUP_2022_BigCM-NR-005_V1,ID_BFO_LUP_2022,IDB02,11,8/16/2024 18:00,2024-08-16,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,21,,,08/19/2024 14:01:54.152,jordantylerrodriguez,08/19/2024 14:01:54.152,jordantylerrodriguez,,-116.3730362,42.7235027
576,8afb1a84-531a-441a-928b-9a0291ef7187,ID,BigWD-NR-006,ID_BFO_LUP_2022_BigWD-NR-006_V1,ID_BFO_LUP_2022,IDB02,11,8/17/2024 18:00,2024-08-17,Jordan Rodriguez,Jordan Rodriguez,,,,Spoke,,circle,2827.43,30,,,Yes,15,,,08/19/2024 14:01:55.923,jordantylerrodriguez,08/19/2024 14:01:55.923,jordantylerrodriguez,,-115.7358343,42.33663615
577,a7575b68-13ae-4918-97ae-28682020f084,ID,CHFO2023-NR-017,ID_CHFO_LUP_2023_CHFO2023-NR-017_V1,ID_CHFO_LUP_2023,IDI03,05,8/14/2024 18:00,2024-08-14,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,20,AF05502,,08/19/2024 14:32:40.337,mmwsd12,08/19/2024 14:32:40.337,mmwsd12,,-113.4862085,44.27438317
578,adf03103-255f-4ae5-8d11-d6b7abf08527,ID,CHFO2023-064,ID_CHFO_LUP_2023_CHFO2023-064_V2,ID_CHFO_LUP_2023,IDI03,05,8/16/2024 18:00,2024-08-16,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,15,"AF05505, AF05506",,08/19/2024 14:32:42.294,mmwsd12,08/19/2024 14:32:42.294,mmwsd12,,-114.1678677,44.65109019
579,4d072656-49b5-404d-97d7-71161dd7f2da,ID,CHFO2023-078,ID_CHFO_LUP_2023_CHFO2023-078_V2,ID_CHFO_LUP_2023,IDI03,05,8/18/2024 18:00,2024-08-18,Maggie Welsh,Maggie Welsh,,,,Spoke,,circle,2827.43,30,,,Yes,30,AF05508,,08/19/2024 14:32:44.196,mmwsd12,08/19/2024 14:32:44.196,mmwsd12,,-114.096183,44.72582806
580,f3f86590-7e1c-4f89-bdae-eb0f47cef76f,ID,CHFO2023-NR-019,ID_CHFO_LUP_2023_CHFO2023-NR-019_V1,ID_CHFO_LUP_2023,IDI03,05,8/14/2024 18:00,2024-08-14,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,"AF05501, PF05501, PF05502, PG05501",,08/19/2024 14:45:06.775,mmwsd12,08/19/2024 14:45:06.775,mmwsd12,,-113.5392983,44.22272702
581,d77033e7-7ddb-465a-9315-12956a5d2e9c,ID,CHFO2023-071,ID_CHFO_LUP_2023_CHFO2023-071_V2,ID_CHFO_LUP_2023,IDI03,05,8/15/2024 18:00,2024-08-15,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,08/19/2024 14:45:08.705,mmwsd12,08/19/2024 14:45:08.705,mmwsd12,,-113.4883417,44.23494743
582,c29e22a9-9e6b-4d2a-a7cf-7d1e81c0bc4c,ID,CHFO2023-NR-023,ID_CHFO_LUP_2023_CHFO2023-NR-023_V1,ID_CHFO_LUP_2023,IDI03,05,8/15/2024 18:00,2024-08-15,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,20,AF05503,,08/19/2024 14:45:10.495,mmwsd12,08/19/2024 14:45:10.495,mmwsd12,,-113.803439,44.392585
583,17ca409d-a59c-4c0d-aeed-4d2106279950,ID,CHFO2023-086,ID_CHFO_LUP_2023_CHFO2023-086_V2,ID_CHFO_LUP_2023,IDI03,05,8/16/2024 18:00,2024-08-16,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,20,,,08/19/2024 14:45:12.211,mmwsd12,08/19/2024 14:45:12.211,mmwsd12,,-113.770485,44.38943808
584,4d1ea044-56e8-4227-82ad-61aea89f8645,ID,CHFO2023-062,ID_CHFO_LUP_2023_CHFO2023-062_V2,ID_CHFO_LUP_2023,IDI03,05,8/17/2024 18:00,2024-08-17,Clare List,Clare List,,,,Spoke,,circle,2827.43,30,,,Yes,30,,,08/19/2024 14:45:13.943,mmwsd12,08/19/2024 14:45:13.943,mmwsd12,,-114.1353563,44.78415768
585,7b71c645-41ab-4242-877d-654d10df0a4d,ID,LowWD-228,ID_BFO_LUP_2022_LowWD-228_V2,ID_BFO_LUP_2022,IDB02,12,8/14/2024 18:00,2024-08-14,Sean Bishop,Sean Bishop,Sean Bishop,Sean Bishop,Very cripsy,Spoke,,circle,2827.43,30,,,Yes,15,"PF12017, PF12018",,08/19/2024 17:26:46.866,sean.bishop,08/19/2024 17:26:46.866,sean.bishop,,-116.450511,42.15724044
586,9647daac-b613-48f4-adbe-b031dea20b1a,ID,LowWD-227,ID_BFO_LUP_2022_LowWD-227_V2,ID_BFO_LUP_2022,IDB02,12,8/14/2024 18:00,2024-08-14,Sean Bishop,Sean Bishop,Sean Bishop,Sean Bishop,"Very crispy, difficult to identify and find",Spoke,,circle,2827.43,30,,,Yes,16,PF12019,,08/19/2024 17:26:48.618,sean.bishop,08/19/2024 17:26:48.618,sean.bishop,,-116.49905,42.2653218
587,e81c5c12-a431-4716-85be-595836cf5f84,ID,LowWD-NR-004,ID_BFO_LUP_2022_LowWD-NR-004_V1,ID_BFO_LUP_2022,IDB02,12,8/15/2024 18:00,2024-08-15,Sean Bishop,Sean Bishop,Sean Bishop,Sean Bishop,Very crispy plants,Spoke,,circle,2827.43,30,,,Yes,16,"PF12020, AF12007",,08/19/2024 17:26:50.344,sean.bishop,08/19/2024 17:26:50.344,sean.bishop,,-116.4609749,42.18679507
588,833785d9-4308-43bc-9f8d-cb123f22ad62,ID,BigWD-2022-069,ID_OFO_LUP_2022_BigWD-2022-069_V1,ID_OFO_LUP_2022,IDB03,12,8/16/2024 19:00,2024-08-16,Sean Bishop,Sean Bishop,Sean Bishop,Sean Bishop,,Spoke,,circle,2827.43,30,,,Yes,15,AF12008,,08/19/2024 17:26:51.903,sean.bishop,08/19/2024 17:26:51.903,sean.bishop,,-116.8151875,42.09019357
589,ba92db8f-0d45-4a1b-ba79-dba01e7745d2,ID,BigWD-2022-083,ID_OFO_LUP_2022_BigWD-2022-083_V2,ID_OFO_LUP_2022,IDB03,12,8/16/2024 19:00,2024-08-16,Sean Bishop,Sean Bishop,Sean Bishop,Sean Bishop, very crispy plants,Spoke,,circle,2827.43,30,,,Yes,15,AF12009,,08/19/2024 17:26:53.306,sean.bishop,08/19/2024 17:26:53.306,sean.bishop,,-116.8252613,42.05090904
590,51749244-9f29-494b-8def-7f0b3ced4c53,ID,PFO2023-058,ID_PFO_LUP_2023_PFO2023-058_V2,ID_PFO_LUP_2023,IDI02,02,8/14/2024 18:00,2024-08-14,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,35,"PF02065, PF02066, PF02067, PF02068, PF02069",,08/19/2024 19:02:37.081,mcarlsberg2,08/19/2024 19:02:37.081,mcarlsberg2,,-112.8884526,42.21959838
591,b3ff88ae-c6e1-4ddd-a387-ccd4f274712e,ID,PFO2023-101,ID_PFO_LUP_2023_PFO2023-101_V2,ID_PFO_LUP_2023,IDI02,02,8/14/2024 18:00,2024-08-14,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,15,PF02070,,08/19/2024 19:02:39.037,mcarlsberg2,08/19/2024 19:02:39.037,mcarlsberg2,,-112.8857107,42.0353508
592,884dcae3-4dd8-4959-8d48-c1038b007bf7,ID,PFO2023-NR-023,ID_PFO_LUP_2023_PFO2023-NR-023_V1,ID_PFO_LUP_2023,IDI02,02,8/15/2024 18:00,2024-08-15,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,"PF02071, PF02072, PF02073, PF02074",,08/19/2024 19:02:40.800,mcarlsberg2,08/19/2024 19:02:40.800,mcarlsberg2,,-112.8483821,42.15911453
593,a38553a8-fb7a-4228-bb0c-8b10308ef215,ID,PFO2023-065,ID_PFO_LUP_2023_PFO2023-065_V2,ID_PFO_LUP_2023,IDI02,02,8/15/2024 18:00,2024-08-15,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,"PF02075, PF02076, SH02015, PF02077, PF02078",,08/19/2024 19:02:42.898,mcarlsberg2,08/19/2024 19:02:42.898,mcarlsberg2,,-112.7230282,42.15185204
595,f6722079-9162-4bcb-a572-3b32b5b30d30,ID,PFO2023-093,ID_PFO_LUP_2023_PFO2023-093_V2,ID_PFO_LUP_2023,IDI02,02,8/16/2024 18:00,2024-08-16,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,25,"PF02080, PF02081, PF02082, AF02025, SH02016",,08/19/2024 19:03:14.336,mcarlsberg2,08/19/2024 19:03:14.336,mcarlsberg2,,-112.3058943,42.03600296
596,3193c94b-ed26-4249-82e2-384260f90db6,ID,PFO2023-082,ID_PFO_LUP_2023_PFO2023-082_V2,ID_PFO_LUP_2023,IDI02,02,8/17/2024 18:00,2024-08-17,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,30,"AF02026, AG02025, PF02083, AF02027",,08/19/2024 19:03:16.558,mcarlsberg2,08/19/2024 19:03:16.558,mcarlsberg2,,-112.4322054,42.20337262
597,80f24da4-c2ea-4004-9513-c66471342eed,ID,PFO2023-077,ID_PFO_LUP_2023_PFO2023-077_V1,ID_PFO_LUP_2023,IDI02,02,8/18/2024 18:00,2024-08-18,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,Makena Carlsberg,,Spoke,,circle,2827.43,30,,,Yes,20,"AF02028, AF02029, AG02027, PF02085, AG02026",,08/19/2024 19:03:18.502,mcarlsberg2,08/19/2024 19:03:18.502,mcarlsberg2,,-112.2534382,42.10149693
599,27db7bdd-0363-4ee7-a148-a35ce02d9cc3,ID,OFOSUM2024-04-002,ID_OFO_HAF_SUM_2024_OFOSUM2024-04-002_V1,ID_OFO_HAF_2024,IDB03,92,8/14/2024 18:00,2024-08-14,KianMcDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,17,"AF92032, AF92033, PF92085, PF92084",,08/19/2024 20:57:27.275,richelle.yunger,08/19/2024 20:57:27.275,richelle.yunger,,-116.8391373,43.26165096
600,5fda69cf-7487-4dcb-86a7-1b0c3fa8ce1a,ID,OFOSUM2024-05-001,ID_OFO_HAF_SUM_2024_OFOSUM2024-05-001_V1,ID_OFO_HAF_2024,IDB03,92,8/15/2024 18:00,2024-08-15,Kian McDonough,Other,,,,Spoke,,circle,2827.43,30,,,Yes,18,"AF92034, AF92035, AF92036, PG92020, PG92021",,08/19/2024 20:57:29.237,richelle.yunger,08/19/2024 20:57:29.237,richelle.yunger,,-116.8484941,43.24214284
